scenario,config,month,rev_sales_moto_retail,rev_sales_ebike_retail,rev_sales_rider,rev_b2b_wholesale,rev_parts,rev_rental,rev_battery_sub,rev_service,rev_total,cogs_total,gross_profit,opex_staff,opex_occupancy,opex_insurance,opex_security,opex_marketing,opex_fleet_variable,opex_payment_fees,opex_gna_permits,opex_van,opex_inventory_carry,opex_total,ebitda,depreciation,operating_profit,capex,working_capital_change,net_cash,cum_cash,units_moto,units_ebike,units_b2b,rider_customers,rentals_active,rental_fleet,battery_subs,battery_pool_packs,installed_base,inventory_value,fte
aggressive,ceres_8000,13,79166.67,35280.00,21502.33,49393.50,6556.80,10011.73,4693.33,10578.12,217182.49,102647.02,114535.47,19444.84,8940.00,1702.20,350.00,2273.33,1328.49,5539.27,1200,550,795.18,42123.31,72412.16,2803.01,69609.16,4255.53,3117.41,65168.36,220248.98,18.34,18.09,15.60,85.33,25.60,31.00,46.93,56.32,431.84,95421.16,3.50
aggressive,ceres_8000,14,82333.33,36000.00,22119.13,53193.00,6759.36,10637.47,4986.67,11338.80,227367.76,107490.28,119877.48,19501.11,8940.00,1718.40,350.00,2289.33,1380.42,5748.43,1200,550,832.39,42510.09,77367.39,2851.22,74516.17,3041.30,4465.12,69994.28,290243.26,19.05,18.50,16.80,90.67,27.20,32.00,49.87,59.84,468.27,99886.28,3.50
aggressive,ceres_8000,15,85500.00,36720.00,22735.93,56992.50,6961.92,11263.20,5280.00,12119.74,237573.29,112345.64,125227.65,19557.38,8940.00,1750.80,350.00,2305.33,1465.53,5958.25,1200,550,869.59,42946.88,82280.77,2916.35,79364.42,4330.60,4465.12,73626.69,363869.94,19.77,18.91,18.00,96.00,28.80,34.00,52.80,63.36,505.82,104351.40,3.50
aggressive,ceres_8000,16,88666.67,37440.00,23352.73,60792.00,7164.48,11888.93,5573.33,12920.93,247799.07,117208.08,130590.99,19613.64,8940.00,1783.20,350.00,2321.33,1550.63,6168.71,1200,550,906.80,43384.32,87206.67,2981.49,84225.18,4370.22,4465.12,78521.30,442391.24,20.48,19.32,19.20,101.33,30.40,36.00,55.73,66.88,544.50,108816.51,3.50
aggressive,ceres_8000,17,91833.33,38160.00,23969.53,64591.50,7367.04,12514.67,5866.67,13742.38,258045.12,122077.62,135967.50,19669.91,8940.00,1815.60,350.00,2337.33,1635.73,6379.82,1200,550,944.01,43822.41,92145.09,3046.62,89098.47,4409.84,4465.12,83428.43,525819.67,21.20,19.73,20.40,106.67,32.00,38.00,58.67,70.40,584.30,113281.63,3.50
aggressive,ceres_8000,18,95000.00,38880.00,24586.33,68391.00,7569.60,13140.40,6160.00,14584.08,268311.41,126954.24,141357.17,19726.18,8940.00,1848.00,350.00,2353.33,1720.84,6591.57,1200,550,981.22,44261.14,97096.03,3111.76,93984.27,4449.46,4465.12,88348.07,614167.74,21.91,20.14,21.60,112.00,33.60,40.00,61.60,73.92,625.23,117746.74,3.50
aggressive,ceres_8000,19,98166.67,39600.00,25203.13,72190.50,7772.16,13766.13,6453.33,15446.04,278597.97,131837.96,146760.01,19782.44,8940.00,1880.40,350.00,2369.33,1805.94,6803.98,1200,550,1018.43,44700.53,102059.48,3176.89,98882.59,4489.08,4465.12,93280.24,707447.98,22.63,20.55,22.80,117.33,35.20,42.00,64.53,77.44,667.28,122211.86,3.50
aggressive,ceres_8000,20,101333.33,40320.00,25819.93,75990.00,7974.72,14391.87,6746.67,16328.26,288904.78,136728.76,152176.02,19838.71,8940.00,1912.80,350.00,2385.33,1891.04,7017.03,1200,550,1055.64,45140.56,107035.45,3242.03,103793.43,4528.70,4465.12,98224.92,805672.91,23.34,20.96,24.00,122.67,36.80,44.00,67.47,80.96,710.46,126676.98,3.50
aggressive,ceres_8000,21,104500.00,41040.00,26436.73,79789.50,8177.28,15017.60,7040.00,17230.73,299231.84,141626.65,157605.19,19894.98,8940.00,1945.20,350.00,2401.33,1976.15,7230.74,1200,550,1092.85,45581.24,112023.94,3307.16,108716.78,4568.32,4465.12,103182.12,908855.03,24.06,21.37,25.20,128.00,38.40,46.00,70.40,84.48,754.76,131142.09,3.50
aggressive,ceres_8000,22,107666.67,41760.00,27053.53,83589.00,8379.84,15643.33,7333.33,18153.46,309579.16,146531.64,163047.53,19951.24,8940.00,1977.60,350.00,2417.33,2061.25,7445.09,1200,550,1130.06,46022.57,117024.95,3372.30,113652.66,4607.94,4465.12,108151.84,1017006.87,24.77,21.78,26.40,133.33,40.00,48.00,73.33,88.00,800.19,135607.21,3.50
aggressive,ceres_8000,23,110833.33,42480.00,27670.33,87388.50,8582.40,16269.07,7626.67,19096.44,319946.74,151438.71,168508.03,20007.51,8940.00,1993.80,350.00,2433.33,2113.19,7660.08,1200,550,1167.27,46415.18,122092.85,3420.51,118672.34,3393.71,4465.12,114438.13,1131445.01,25.49,22.19,27.60,138.67,41.60,49.00,76.27,91.52,846.75,140072.32,3.50
aggressive,ceres_8000,24,114000.00,43200.00,28287.13,91188.00,8784.96,16894.80,7920.00,20059.68,330334.57,156357.87,173976.70,20063.78,8940.00,2026.20,350.00,2449.33,2198.29,7875.73,1200,550,1204.48,46857.81,127118.89,3485.64,123633.25,4683.02,4465.12,118183.21,1249628.21,26.20,22.60,28.80,144.00,43.20,51.00,79.20,95.04,894.43,144537.44,3.50
aggressive,ceres_8000,25,115900.00,43920.00,27372.64,93721.00,8853.72,17442.32,8176.67,20983.18,336369.52,159082.97,177286.55,20082.88,9187.20,2058.60,350.00,2398.67,2281.05,7988.78,1200,550,1224.08,47321.26,129965.29,3546.86,126418.42,4577.93,2352.57,123255.57,1372883.78,26.53,22.66,29.60,148.67,44.60,53.00,81.77,98.12,943.23,146890.01,3.50
aggressive,ceres_8000,26,117800.00,44640.00,27912.34,96254.00,9003.96,17989.83,8433.33,21913.55,343947.02,162525.07,181421.94,20124.61,9187.20,2091.00,350.00,2412.67,2363.80,8153.33,1200,550,1249.30,47681.91,133740.03,3608.09,130131.94,4613.63,3026.42,126329.08,1499212.86,26.97,23.05,30.40,153.33,46.00,55.00,84.33,101.20,992.42,149916.43,3.50
aggressive,ceres_8000,27,119700.00,45360.00,28452.04,98787.00,9154.20,18537.35,8690.00,22858.94,351539.54,165967.43,185572.10,20166.34,9187.20,2107.20,350.00,2426.67,2413.40,8318.36,1200,550,1274.52,47993.69,137578.42,3652.39,133926.03,3395.49,3026.42,131389.77,1630602.64,27.41,23.44,31.20,158.00,47.40,56.00,86.90,104.28,1042.44,152942.86,3.50
aggressive,ceres_8000,28,121600.00,46080.00,28991.74,101320.00,9304.44,19084.87,8946.67,23819.36,359147.08,169420.05,189727.03,20208.08,9187.20,2139.60,350.00,2440.67,2496.15,8483.87,1200,550,1299.74,48355.30,141371.72,3713.61,137658.11,4680.89,3026.42,133906.02,1764508.66,27.86,23.84,32.00,162.67,48.80,58.00,89.47,107.36,1093.30,155969.28,3.50
aggressive,ceres_8000,29,123500.00,46800.00,29531.44,103853.00,9454.68,19632.38,9203.33,24794.81,366769.65,172877.93,193891.72,20249.81,9187.20,2172.00,350.00,2454.67,2578.91,8649.85,1200,550,1324.96,48717.40,145174.32,3774.84,141399.48,4716.60,3026.42,137681.24,1902189.89,28.30,24.23,32.80,167.33,50.20,60.00,92.03,110.44,1144.99,158995.70,3.50
aggressive,ceres_8000,30,125400.00,47520.00,30071.14,106386.00,9604.92,20179.90,9460.00,25785.28,374407.24,176336.06,198071.18,20291.54,9187.20,2188.20,350.00,2468.67,2628.50,8816.32,1200,550,1350.18,49030.62,149040.56,3819.14,145221.42,3498.45,3026.42,142769.79,2044959.68,28.74,24.62,33.60,172.00,51.60,61.00,94.60,113.52,1197.52,162022.12,3.50
aggressive,ceres_8000,31,127300.00,48240.00,30610.84,108919.00,9755.16,20727.42,9716.67,26790.77,382059.85,179804.45,202255.40,20333.28,9187.20,2220.60,350.00,2482.67,2711.26,8983.27,1200,550,1375.40,49393.68,152861.72,3880.36,148981.36,4783.85,3026.42,145313.89,2190273.56,29.18,25.01,34.40,176.67,53.00,63.00,97.17,116.60,1250.88,165048.54,3.50
aggressive,ceres_8000,32,129200.00,48960.00,31150.54,111452.00,9905.40,21274.93,9973.33,27811.28,389727.49,183273.10,206454.39,20375.01,9187.20,2236.80,350.00,2496.67,2760.85,9150.70,1200,550,1400.62,49707.85,156746.53,3924.66,152821.87,3565.71,3026.42,150421.01,2340694.57,29.62,25.41,35.20,181.33,54.40,64.00,99.73,119.68,1305.07,168074.97,3.50
aggressive,ceres_8000,33,131100.00,49680.00,31690.24,113985.00,10055.64,21822.45,10230.00,28846.82,397410.16,186752.01,210658.14,20416.74,9187.20,2269.20,350.00,2510.67,2843.60,9318.62,1200,550,1425.84,50071.87,160586.27,3985.88,156600.38,4851.10,3026.42,152983.67,2493678.24,30.07,25.80,36.00,186.00,55.80,66.00,102.30,122.76,1360.10,171101.39,3.50
aggressive,ceres_8000,34,133000.00,50400.00,32229.94,116518.00,10205.88,22369.97,10486.67,29897.39,405107.84,190236.18,214871.66,20458.48,9187.20,2301.60,350.00,2524.67,2926.36,9487.01,1200,550,1451.07,50436.38,164435.28,4047.11,160388.18,4886.81,3026.42,156805.31,2650483.56,30.51,26.19,36.80,190.67,57.20,68.00,104.87,125.84,1415.97,174127.81,3.50
aggressive,ceres_8000,35,134900.00,51120.00,32769.64,119051.00,10356.12,22917.48,10743.33,30962.98,412820.55,193720.61,219099.95,20500.21,9187.20,2317.80,350.00,2538.67,2975.95,9655.88,1200,550,1476.29,50752.00,168347.95,4091.41,164256.54,3668.67,3026.42,161940.29,2812423.84,30.95,26.58,37.60,195.33,58.60,69.00,107.43,128.92,1472.67,177154.23,3.50
aggressive,ceres_8000,36,136800.00,51840.00,33309.34,121584.00,10506.36,23465.00,11000.00,32043.59,420548.29,197215.29,223333.00,20541.94,9187.20,2350.20,350.00,2552.67,3058.71,9825.24,1200,550,1501.51,51117.46,172215.54,4152.63,168062.91,4954.06,3026.42,164530.81,2976954.66,31.39,26.98,38.40,200.00,60.00,71.00,110.00,132.00,1530.20,180180.66,3.50
aggressive,corridor_7500,1,7600.00,4320.00,15312.92,2533.00,1434.00,782.17,366.67,2940.00,35288.75,16221.82,19066.93,15383.59,700.00,1362.00,280.00,7166.67,355.12,1085.80,1200,0.00,221.29,27754.47,-8687.54,1430.56,-10118.10,57985.62,34055.00,-100686.50,-100686.50,2.79,5.18,0.80,6.67,2.00,10.00,3.67,4.40,150,26555.00,3
aggressive,corridor_7500,2,15200.00,8640.00,16083.92,5066.00,2053.20,1564.33,733.33,3323.40,52664.18,24352.92,28311.26,15555.59,8200.00,1362.00,280.00,2186.67,378.59,1577.05,1200,0.00,221.29,30961.18,-2649.92,1469.67,-4119.59,1527.88,0.00,-4136.14,-104822.64,4.45,6.96,1.60,13.33,4.00,10.00,7.33,8.80,157.97,26555.00,3
aggressive,corridor_7500,3,22800.00,12960.00,16854.92,7599.00,2672.40,2346.50,1100.00,3768.72,70101.54,32505.69,37595.85,15727.59,8200.00,1362.00,280.00,2206.67,402.05,2070.28,1200,0.00,248.78,31697.37,5898.48,1508.78,4389.69,1566.99,3298.84,1074.30,-103748.34,6.11,8.73,2.40,20.00,6.00,10.00,11.00,13.20,169.37,29853.84,3
aggressive,corridor_7500,4,30400.00,15840.00,17625.92,10132.00,3195.60,3128.67,1466.67,4275.96,86064.81,40020.67,46044.14,15872.93,8200.00,1362.00,280.00,2226.67,425.52,2514.18,1200,0.00,307.07,32388.36,13655.79,1547.89,12107.89,1606.10,6994.28,5097.06,-98651.28,7.77,9.98,3.20,26.67,8.00,10.00,14.67,17.60,184.22,36848.12,3
aggressive,corridor_7500,5,38000.00,18720.00,18396.92,12665.00,3718.80,3910.83,1833.33,4835.52,102080.40,47563.96,54516.45,16018.26,8200.00,1394.40,280.00,2246.67,515.31,2959.76,1200,0.00,365.97,33180.37,21336.08,1620.85,19715.22,4152.91,7068.80,10164.35,-88486.93,9.43,11.23,4.00,33.33,10.00,12.00,18.33,22.00,201.97,43916.93,3
aggressive,corridor_7500,6,45600.00,21600.00,19167.92,15198.00,4242.00,4693.00,2200.00,5447.40,118148.32,55130.56,63017.76,16163.59,8200.00,1443.00,280.00,2266.67,638.27,3407.01,1200,550,424.88,34573.42,28444.33,2266.29,26178.05,25454.21,7068.80,-4016.19,-92503.12,11.09,12.47,4.80,40.00,12.00,15.00,22.00,26.40,222.63,50985.73,3
aggressive,corridor_7500,7,50666.67,23760.00,19938.92,20264.00,4621.20,5475.17,2566.67,6081.60,133374.22,62445.51,70928.71,16268.93,8200.00,1475.40,280.00,2286.67,728.07,3741.60,1200,550,482.27,35212.93,35715.78,2339.24,33376.53,4251.96,6886.34,24648.29,-67854.83,12.22,13.46,6.40,46.67,14.00,17.00,25.67,30.80,246.20,57872.07,3
aggressive,corridor_7500,8,55733.33,25920.00,20709.92,25330.00,5000.40,6257.33,2933.33,6753.72,148638.04,69773.72,78864.31,16374.26,8200.00,1507.80,280.00,2306.67,817.87,4077.41,1200,550,539.65,35853.66,43010.65,2412.20,40598.45,4299.41,6886.34,31904.06,-35950.77,13.35,14.44,8.00,53.33,16.00,19.00,29.33,35.20,271.87,64758.40,3
aggressive,corridor_7500,9,60800.00,28080.00,21480.92,30396.00,5379.60,7039.50,3300.00,7463.76,163939.78,77120.22,86819.56,16479.59,8200.00,1556.40,280.00,2326.67,940.83,4414.43,1200,550,597.04,36544.96,50274.60,2502.08,47772.52,5600.70,6886.34,37879.21,1928.44,14.47,15.41,9.60,60.00,18.00,22.00,33.00,39.60,299.65,71644.74,3
aggressive,corridor_7500,10,65866.67,30240.00,22251.92,35462.00,5758.80,7821.67,3666.67,8211.72,179279.44,84474.98,94804.46,16584.93,8200.00,1588.80,280.00,2346.67,1030.62,4752.67,1200,550,654.43,37188.11,57616.35,2575.04,55041.31,4398.46,6886.34,46431.53,48359.97,15.60,16.40,11.20,66.67,20.00,24.00,36.67,44.00,329.54,78531.08,3
aggressive,corridor_7500,11,70933.33,32400.00,23022.92,40528.00,6138.00,8603.83,4033.33,8997.60,194657.02,91843.01,102814.00,16690.26,8200.00,1621.20,280.00,2366.67,1120.42,5092.12,1200,550,711.81,37832.47,64981.53,2647.99,62333.54,4445.90,6886.34,53757.60,102117.57,16.73,17.37,12.80,73.33,22.00,26.00,40.33,48.40,361.53,85417.41,3
aggressive,corridor_7500,12,76000.00,34560.00,23793.92,45594.00,6517.20,9386.00,4400.00,9821.40,210072.52,99229.32,110843.20,16795.59,8200.00,1669.80,280.00,2386.67,1243.38,5432.78,1200,550,769.20,38527.42,72315.78,2737.87,69577.91,5747.19,6886.34,59803.05,161920.62,17.85,18.36,14.40,80.00,24.00,29.00,44.00,52.80,395.63,92303.75,3
aggressive,corridor_7500,13,79166.67,35280.00,21502.33,49393.50,6556.80,10011.73,4693.33,10578.12,217182.49,102647.02,114535.47,19444.84,8425.00,1702.20,280.00,2273.33,1328.49,5539.27,1200,550,795.18,41538.31,72997.16,2803.01,70194.16,4255.53,3117.41,65753.36,227673.98,18.34,18.09,15.60,85.33,25.60,31.00,46.93,56.32,431.84,95421.16,3.50
aggressive,corridor_7500,14,82333.33,36000.00,22119.13,53193.00,6759.36,10637.47,4986.67,11338.80,227367.76,107490.28,119877.48,19501.11,8425.00,1718.40,280.00,2289.33,1380.42,5748.43,1200,550,832.39,41925.09,77952.39,2851.22,75101.17,3041.30,4465.12,70579.28,298253.26,19.05,18.50,16.80,90.67,27.20,32.00,49.87,59.84,468.27,99886.28,3.50
aggressive,corridor_7500,15,85500.00,36720.00,22735.93,56992.50,6961.92,11263.20,5280.00,12119.74,237573.29,112345.64,125227.65,19557.38,8425.00,1750.80,280.00,2305.33,1465.53,5958.25,1200,550,869.59,42361.88,82865.77,2916.35,79949.42,4330.60,4465.12,74211.69,372464.94,19.77,18.91,18.00,96.00,28.80,34.00,52.80,63.36,505.82,104351.40,3.50
aggressive,corridor_7500,16,88666.67,37440.00,23352.73,60792.00,7164.48,11888.93,5573.33,12920.93,247799.07,117208.08,130590.99,19613.64,8425.00,1783.20,280.00,2321.33,1550.63,6168.71,1200,550,906.80,42799.32,87791.67,2981.49,84810.18,4370.22,4465.12,79106.30,451571.24,20.48,19.32,19.20,101.33,30.40,36.00,55.73,66.88,544.50,108816.51,3.50
aggressive,corridor_7500,17,91833.33,38160.00,23969.53,64591.50,7367.04,12514.67,5866.67,13742.38,258045.12,122077.62,135967.50,19669.91,8425.00,1815.60,280.00,2337.33,1635.73,6379.82,1200,550,944.01,43237.41,92730.09,3046.62,89683.47,4409.84,4465.12,84013.43,535584.67,21.20,19.73,20.40,106.67,32.00,38.00,58.67,70.40,584.30,113281.63,3.50
aggressive,corridor_7500,18,95000.00,38880.00,24586.33,68391.00,7569.60,13140.40,6160.00,14584.08,268311.41,126954.24,141357.17,19726.18,8425.00,1848.00,280.00,2353.33,1720.84,6591.57,1200,550,981.22,43676.14,97681.03,3111.76,94569.27,4449.46,4465.12,88933.07,624517.74,21.91,20.14,21.60,112.00,33.60,40.00,61.60,73.92,625.23,117746.74,3.50
aggressive,corridor_7500,19,98166.67,39600.00,25203.13,72190.50,7772.16,13766.13,6453.33,15446.04,278597.97,131837.96,146760.01,19782.44,8425.00,1880.40,280.00,2369.33,1805.94,6803.98,1200,550,1018.43,44115.53,102644.48,3176.89,99467.59,4489.08,4465.12,93865.24,718382.98,22.63,20.55,22.80,117.33,35.20,42.00,64.53,77.44,667.28,122211.86,3.50
aggressive,corridor_7500,20,101333.33,40320.00,25819.93,75990.00,7974.72,14391.87,6746.67,16328.26,288904.78,136728.76,152176.02,19838.71,8425.00,1912.80,280.00,2385.33,1891.04,7017.03,1200,550,1055.64,44555.56,107620.45,3242.03,104378.43,4528.70,4465.12,98809.92,817192.91,23.34,20.96,24.00,122.67,36.80,44.00,67.47,80.96,710.46,126676.98,3.50
aggressive,corridor_7500,21,104500.00,41040.00,26436.73,79789.50,8177.28,15017.60,7040.00,17230.73,299231.84,141626.65,157605.19,19894.98,8425.00,1945.20,280.00,2401.33,1976.15,7230.74,1200,550,1092.85,44996.24,112608.94,3307.16,109301.78,4568.32,4465.12,103767.12,920960.03,24.06,21.37,25.20,128.00,38.40,46.00,70.40,84.48,754.76,131142.09,3.50
aggressive,corridor_7500,22,107666.67,41760.00,27053.53,83589.00,8379.84,15643.33,7333.33,18153.46,309579.16,146531.64,163047.53,19951.24,8425.00,1977.60,280.00,2417.33,2061.25,7445.09,1200,550,1130.06,45437.57,117609.95,3372.30,114237.66,4607.94,4465.12,108736.84,1029696.87,24.77,21.78,26.40,133.33,40.00,48.00,73.33,88.00,800.19,135607.21,3.50
aggressive,corridor_7500,23,110833.33,42480.00,27670.33,87388.50,8582.40,16269.07,7626.67,19096.44,319946.74,151438.71,168508.03,20007.51,8425.00,1993.80,280.00,2433.33,2113.19,7660.08,1200,550,1167.27,45830.18,122677.85,3420.51,119257.34,3393.71,4465.12,115023.13,1144720.01,25.49,22.19,27.60,138.67,41.60,49.00,76.27,91.52,846.75,140072.32,3.50
aggressive,corridor_7500,24,114000.00,43200.00,28287.13,91188.00,8784.96,16894.80,7920.00,20059.68,330334.57,156357.87,173976.70,20063.78,8425.00,2026.20,280.00,2449.33,2198.29,7875.73,1200,550,1204.48,46272.81,127703.89,3485.64,124218.25,4683.02,4465.12,118768.21,1263488.21,26.20,22.60,28.80,144.00,43.20,51.00,79.20,95.04,894.43,144537.44,3.50
aggressive,corridor_7500,25,115900.00,43920.00,27372.64,93721.00,8853.72,17442.32,8176.67,20983.18,336369.52,159082.97,177286.55,20082.88,8656.75,2058.60,280.00,2398.67,2281.05,7988.78,1200,550,1224.08,46720.81,130565.74,3546.86,127018.87,4577.93,2352.57,123856.02,1387344.23,26.53,22.66,29.60,148.67,44.60,53.00,81.77,98.12,943.23,146890.01,3.50
aggressive,corridor_7500,26,117800.00,44640.00,27912.34,96254.00,9003.96,17989.83,8433.33,21913.55,343947.02,162525.07,181421.94,20124.61,8656.75,2091.00,280.00,2412.67,2363.80,8153.33,1200,550,1249.30,47081.46,134340.48,3608.09,130732.39,4613.63,3026.42,126929.53,1514273.76,26.97,23.05,30.40,153.33,46.00,55.00,84.33,101.20,992.42,149916.43,3.50
aggressive,corridor_7500,27,119700.00,45360.00,28452.04,98787.00,9154.20,18537.35,8690.00,22858.94,351539.54,165967.43,185572.10,20166.34,8656.75,2107.20,280.00,2426.67,2413.40,8318.36,1200,550,1274.52,47393.24,138178.87,3652.39,134526.48,3395.49,3026.42,131990.22,1646263.99,27.41,23.44,31.20,158.00,47.40,56.00,86.90,104.28,1042.44,152942.86,3.50
aggressive,corridor_7500,28,121600.00,46080.00,28991.74,101320.00,9304.44,19084.87,8946.67,23819.36,359147.08,169420.05,189727.03,20208.08,8656.75,2139.60,280.00,2440.67,2496.15,8483.87,1200,550,1299.74,47754.85,141972.17,3713.61,138258.56,4680.89,3026.42,134506.47,1780770.46,27.86,23.84,32.00,162.67,48.80,58.00,89.47,107.36,1093.30,155969.28,3.50
aggressive,corridor_7500,29,123500.00,46800.00,29531.44,103853.00,9454.68,19632.38,9203.33,24794.81,366769.65,172877.93,193891.72,20249.81,8656.75,2172.00,280.00,2454.67,2578.91,8649.85,1200,550,1324.96,48116.95,145774.77,3774.84,141999.93,4716.60,3026.42,138281.69,1919052.14,28.30,24.23,32.80,167.33,50.20,60.00,92.03,110.44,1144.99,158995.70,3.50
aggressive,corridor_7500,30,125400.00,47520.00,30071.14,106386.00,9604.92,20179.90,9460.00,25785.28,374407.24,176336.06,198071.18,20291.54,8656.75,2188.20,280.00,2468.67,2628.50,8816.32,1200,550,1350.18,48430.17,149641.01,3819.14,145821.87,3498.45,3026.42,143370.24,2062422.38,28.74,24.62,33.60,172.00,51.60,61.00,94.60,113.52,1197.52,162022.12,3.50
aggressive,corridor_7500,31,127300.00,48240.00,30610.84,108919.00,9755.16,20727.42,9716.67,26790.77,382059.85,179804.45,202255.40,20333.28,8656.75,2220.60,280.00,2482.67,2711.26,8983.27,1200,550,1375.40,48793.23,153462.17,3880.36,149581.81,4783.85,3026.42,145914.34,2208336.71,29.18,25.01,34.40,176.67,53.00,63.00,97.17,116.60,1250.88,165048.54,3.50
aggressive,corridor_7500,32,129200.00,48960.00,31150.54,111452.00,9905.40,21274.93,9973.33,27811.28,389727.49,183273.10,206454.39,20375.01,8656.75,2236.80,280.00,2496.67,2760.85,9150.70,1200,550,1400.62,49107.40,157346.98,3924.66,153422.32,3565.71,3026.42,151021.46,2359358.17,29.62,25.41,35.20,181.33,54.40,64.00,99.73,119.68,1305.07,168074.97,3.50
aggressive,corridor_7500,33,131100.00,49680.00,31690.24,113985.00,10055.64,21822.45,10230.00,28846.82,397410.16,186752.01,210658.14,20416.74,8656.75,2269.20,280.00,2510.67,2843.60,9318.62,1200,550,1425.84,49471.42,161186.72,3985.88,157200.83,4851.10,3026.42,153584.12,2512942.29,30.07,25.80,36.00,186.00,55.80,66.00,102.30,122.76,1360.10,171101.39,3.50
aggressive,corridor_7500,34,133000.00,50400.00,32229.94,116518.00,10205.88,22369.97,10486.67,29897.39,405107.84,190236.18,214871.66,20458.48,8656.75,2301.60,280.00,2524.67,2926.36,9487.01,1200,550,1451.07,49835.93,165035.73,4047.11,160988.63,4886.81,3026.42,157405.76,2670348.06,30.51,26.19,36.80,190.67,57.20,68.00,104.87,125.84,1415.97,174127.81,3.50
aggressive,corridor_7500,35,134900.00,51120.00,32769.64,119051.00,10356.12,22917.48,10743.33,30962.98,412820.55,193720.61,219099.95,20500.21,8656.75,2317.80,280.00,2538.67,2975.95,9655.88,1200,550,1476.29,50151.55,168948.40,4091.41,164856.99,3668.67,3026.42,162540.74,2832888.79,30.95,26.58,37.60,195.33,58.60,69.00,107.43,128.92,1472.67,177154.23,3.50
aggressive,corridor_7500,36,136800.00,51840.00,33309.34,121584.00,10506.36,23465.00,11000.00,32043.59,420548.29,197215.29,223333.00,20541.94,8656.75,2350.20,280.00,2552.67,3058.71,9825.24,1200,550,1501.51,50517.01,172815.99,4152.63,168663.36,4954.06,3026.42,165131.26,2998020.06,31.39,26.98,38.40,200.00,60.00,71.00,110.00,132.00,1530.20,180180.66,3.50
sf_equivalent,ceres_8000,1,12266.67,1666.67,28431.50,946.67,1612.00,897.00,800.00,853.33,47473.83,29534.84,17939.00,18165.43,2166.45,2145.00,500.00,12666.67,839.15,1879.45,1450,0.00,421.70,40233.84,-22294.84,3124.55,-25419.39,116059.30,58169.55,-196359.39,-196359.39,4.18,9.25,0.33,13.33,3.33,15.00,10.00,15.00,60,42169.55,3
sf_equivalent,ceres_8000,2,24533.33,3333.33,29839.00,1893.33,2072.00,1794.00,1600.00,1147.87,66212.87,40953.09,25259.77,18357.09,10166.45,2145.00,500.00,4773.33,884.00,2590.25,1450,0.00,586.54,41452.67,-16192.89,3374.55,-19567.44,6664.30,16484.28,-39177.17,-235536.56,6.92,10.34,0.67,26.67,6.67,15.00,20.00,30.00,73.43,58653.83,3
sf_equivalent,ceres_8000,3,36800.00,5000.00,31246.50,2840.00,2532.00,2691.00,2400.00,1488.40,84997.90,52392.05,32605.85,18548.76,10166.45,2145.00,500.00,4880.00,928.85,3302.62,1450,0.00,751.38,42673.06,-10067.21,3624.55,-13691.76,6914.30,16484.28,-33301.49,-268838.05,9.66,11.44,1.00,40.00,10.00,15.00,30.00,45.00,90.70,75138.10,3
sf_equivalent,ceres_8000,4,49066.67,6666.67,32654.00,3786.67,2992.00,3588.00,3200.00,1874.93,103828.93,63873.31,39955.63,18740.43,10166.45,2214.00,500.00,4986.67,1132.56,4016.55,1450,0.00,916.22,44122.88,-4167.25,3977.24,-8144.49,12126.16,16484.28,-32580.53,-301418.57,12.41,12.53,1.33,53.33,13.33,18.00,40.00,60.00,111.80,91622.38,3
sf_equivalent,ceres_8000,5,61333.33,8333.33,34061.50,4733.33,3452.00,4485.00,4000.00,2307.47,122705.97,75389.66,47316.30,18932.09,10166.45,2329.00,500.00,5093.33,1442.18,4732.05,1450,0.00,1081.07,45726.17,1590.14,4398.38,-2808.25,15716.93,16484.27,-30359.14,-331777.71,15.15,13.62,1.67,66.67,16.67,23.00,50.00,75.00,136.73,108106.65,3
sf_equivalent,ceres_8000,6,73600.00,10000.00,35469.00,5680.00,3912.00,5382.00,4800.00,2786.00,141629.00,86919.52,54709.48,19123.76,10166.45,2421.00,500.00,5200.00,1698.84,5449.11,1450,700,1245.91,47955.07,6754.41,5618.63,1135.78,44367.74,16484.28,-53801.86,-385579.58,17.89,14.71,2.00,80.00,20.00,27.00,60.00,90.00,165.50,124590.93,3
sf_equivalent,ceres_8000,7,73600.00,10000.00,51092.25,7573.33,4578.00,6727.50,6000.00,3293.87,162864.95,99081.76,63783.19,19401.26,10166.45,2582.00,500.00,6640.00,2136.79,6215.83,1450,700,1417.69,51210.02,12573.16,6233.24,6339.93,22748.41,17178.30,-26981.14,-412560.72,18.72,19.43,2.67,100.00,25.00,34.00,75.00,112.50,198.10,141769.23,3
sf_equivalent,ceres_8000,8,73600.00,10000.00,53203.50,9466.67,4668.00,8073.00,7200.00,3868.33,170079.50,102388.21,67691.29,19438.76,10166.45,2720.00,500.00,6800.00,2521.78,6410.00,1450,700,1461.05,52168.04,15523.24,6813.61,8709.63,21546.13,4335.66,-9920.42,-422481.13,18.84,20.06,3.33,120.00,30.00,40.00,90.00,135.00,236.25,146104.89,3
sf_equivalent,ceres_8000,9,73600.00,10000.00,55314.75,11360.00,4758.00,9418.50,8400.00,4451.80,177303.05,105705.91,71597.13,19476.26,10166.45,2881.00,500.00,6960.00,2959.73,6604.47,1450,700,1504.41,53202.32,18394.81,7428.22,10966.60,23640.81,4335.66,-9066.85,-431547.98,18.95,20.70,4.00,140.00,35.00,47.00,105.00,157.50,275.15,150440.56,3
